,PassengerId,Survived,Pclass,SibSp,Parch,Fare,Age,Sex_female,Sex_male,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Embarked_C,Embarked_Q,Embarked_S
584,633,1,1,0,0,30.5,32.0,0,1,0,1,0,0,0,0,0,0,1,0,0
585,634,0,1,0,0,0.0,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
586,635,0,3,3,2,27.9,9.0,1,0,0,0,1,0,0,0,0,0,0,0,1
587,636,1,2,0,0,13.0,28.0,1,0,0,0,1,0,0,0,0,0,0,0,1
588,637,0,3,0,0,7.925,32.0,0,1,0,0,1,0,0,0,0,0,0,0,1
589,638,0,2,1,1,26.25,31.0,0,1,0,0,1,0,0,0,0,0,0,0,1
590,639,0,3,0,5,39.6875,41.0,1,0,0,0,1,0,0,0,0,0,0,0,1
591,640,0,3,1,0,16.1,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
592,641,0,3,0,0,7.8542,20.0,0,1,0,0,1,0,0,0,0,0,0,0,1
593,642,1,1,0,0,69.3,24.0,1,0,0,1,0,0,0,0,0,0,1,0,0
594,644,1,3,0,0,56.4958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
595,646,1,1,1,0,76.7292,48.0,0,1,0,0,0,1,0,0,0,0,1,0,0
596,647,0,3,0,0,7.8958,19.0,0,1,0,0,1,0,0,0,0,0,0,0,1
597,649,0,3,0,0,7.55,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
598,650,1,3,0,0,7.55,23.0,1,0,0,0,1,0,0,0,0,0,0,0,1
599,651,0,3,0,0,7.8958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
600,652,1,2,0,1,23.0,18.0,1,0,0,0,1,0,0,0,0,0,0,0,1
601,653,0,3,0,0,8.4333,21.0,0,1,0,0,1,0,0,0,0,0,0,0,1
602,654,1,3,0,0,7.8292,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,1,0
603,655,0,3,0,0,6.75,18.0,1,0,0,0,1,0,0,0,0,0,0,1,0
604,656,0,2,2,0,73.5,24.0,0,1,0,0,1,0,0,0,0,0,0,0,1
605,657,0,3,0,0,7.8958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
606,658,0,3,1,1,15.5,32.0,1,0,0,0,1,0,0,0,0,0,0,1,0
607,659,0,2,0,0,13.0,23.0,0,1,0,0,1,0,0,0,0,0,0,0,1
608,661,1,1,2,0,133.65,50.0,0,1,0,0,1,0,0,0,0,0,0,0,1
609,662,0,3,0,0,7.225,40.0,0,1,0,0,1,0,0,0,0,0,1,0,0
610,663,0,1,0,0,25.5875,47.0,0,1,0,0,0,0,1,0,0,0,0,0,1
611,664,0,3,0,0,7.4958,36.0,0,1,0,0,1,0,0,0,0,0,0,0,1
612,665,1,3,1,0,7.925,20.0,0,1,0,0,1,0,0,0,0,0,0,0,1
613,666,0,2,2,0,73.5,32.0,0,1,0,0,1,0,0,0,0,0,0,0,1
614,667,0,2,0,0,13.0,25.0,0,1,0,0,1,0,0,0,0,0,0,0,1
615,668,0,3,0,0,7.775,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
616,669,0,3,0,0,8.05,43.0,0,1,0,0,1,0,0,0,0,0,0,0,1
617,670,1,1,1,0,52.0,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,0,1
618,671,1,2,1,1,39.0,40.0,1,0,0,0,1,0,0,0,0,0,0,0,1
619,672,0,1,1,0,52.0,31.0,0,1,0,1,0,0,0,0,0,0,0,0,1
620,674,1,2,0,0,13.0,31.0,0,1,0,0,1,0,0,0,0,0,0,0,1
621,675,0,2,0,0,0.0,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
622,676,0,3,0,0,7.775,18.0,0,1,0,0,1,0,0,0,0,0,0,0,1
623,677,0,3,0,0,8.05,24.5,0,1,0,0,1,0,0,0,0,0,0,0,1
624,678,1,3,0,0,9.8417,18.0,1,0,0,0,1,0,0,0,0,0,0,0,1
625,679,0,3,1,6,46.9,43.0,1,0,0,0,1,0,0,0,0,0,0,0,1
626,680,1,1,0,1,512.3292,36.0,0,1,0,1,0,0,0,0,0,0,1,0,0
627,681,0,3,0,0,8.1375,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,1,0
628,682,1,1,0,0,76.7292,27.0,0,1,0,0,0,1,0,0,0,0,1,0,0
629,683,0,3,0,0,9.225,20.0,0,1,0,0,1,0,0,0,0,0,0,0,1
630,684,0,3,5,2,46.9,14.0,0,1,0,0,1,0,0,0,0,0,0,0,1
631,686,0,2,1,2,41.5792,25.0,0,1,0,0,1,0,0,0,0,0,1,0,0
632,687,0,3,4,1,39.6875,14.0,0,1,0,0,1,0,0,0,0,0,0,0,1
633,688,0,3,0,0,10.1708,19.0,0,1,0,0,1,0,0,0,0,0,0,0,1
634,689,0,3,0,0,7.7958,18.0,0,1,0,0,1,0,0,0,0,0,0,0,1
635,690,1,1,0,1,211.3375,15.0,1,0,0,1,0,0,0,0,0,0,0,0,1
636,691,1,1,1,0,57.0,31.0,0,1,0,1,0,0,0,0,0,0,0,0,1
637,692,1,3,0,1,13.4167,4.0,1,0,0,0,1,0,0,0,0,0,1,0,0
638,693,1,3,0,0,56.4958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
639,694,0,3,0,0,7.225,25.0,0,1,0,0,1,0,0,0,0,0,1,0,0
640,696,0,2,0,0,13.5,52.0,0,1,0,0,1,0,0,0,0,0,0,0,1
641,697,0,3,0,0,8.05,44.0,0,1,0,0,1,0,0,0,0,0,0,0,1
642,698,1,3,0,0,7.7333,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,1,0
643,699,0,1,1,1,110.8833,49.0,0,1,0,0,1,0,0,0,0,0,1,0,0
644,700,0,3,0,0,7.65,42.0,0,1,0,0,0,0,0,1,0,0,0,0,1
645,701,1,1,1,0,227.525,18.0,1,0,0,0,1,0,0,0,0,0,1,0,0
646,702,1,1,0,0,26.2875,35.0,0,1,0,0,0,0,1,0,0,0,0,0,1
647,703,0,3,0,1,14.4542,18.0,1,0,0,0,1,0,0,0,0,0,1,0,0
648,704,0,3,0,0,7.7417,25.0,0,1,0,0,1,0,0,0,0,0,0,1,0
649,705,0,3,1,0,7.8542,26.0,0,1,0,0,1,0,0,0,0,0,0,0,1
650,706,0,2,0,0,26.0,39.0,0,1,0,0,1,0,0,0,0,0,0,0,1
651,707,1,2,0,0,13.5,45.0,1,0,0,0,1,0,0,0,0,0,0,0,1
652,708,1,1,0,0,26.2875,42.0,0,1,0,0,0,0,1,0,0,0,0,0,1
653,709,1,1,0,0,151.55,22.0,1,0,0,0,1,0,0,0,0,0,0,0,1
654,710,1,3,1,1,15.2458,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
655,711,1,1,0,0,49.5042,24.0,1,0,0,0,1,0,0,0,0,0,1,0,0
656,712,0,1,0,0,26.55,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
657,713,1,1,1,0,52.0,48.0,0,1,0,0,1,0,0,0,0,0,0,0,1
658,714,0,3,0,0,9.4833,29.0,0,1,0,0,1,0,0,0,0,0,0,0,1
659,715,0,2,0,0,13.0,52.0,0,1,0,0,1,0,0,0,0,0,0,0,1
660,716,0,3,0,0,7.65,19.0,0,1,0,0,0,0,0,1,0,0,0,0,1
661,717,1,1,0,0,227.525,38.0,1,0,0,0,1,0,0,0,0,0,1,0,0
662,718,1,2,0,0,10.5,27.0,1,0,0,0,0,0,1,0,0,0,0,0,1
663,719,0,3,0,0,15.5,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
664,720,0,3,0,0,7.775,33.0,0,1,0,0,1,0,0,0,0,0,0,0,1
665,721,1,2,0,1,33.0,6.0,1,0,0,0,1,0,0,0,0,0,0,0,1
666,722,0,3,1,0,7.0542,17.0,0,1,0,0,1,0,0,0,0,0,0,0,1
667,723,0,2,0,0,13.0,34.0,0,1,0,0,1,0,0,0,0,0,0,0,1
668,724,0,2,0,0,13.0,50.0,0,1,0,0,1,0,0,0,0,0,0,0,1
669,725,1,1,1,0,53.1,27.0,0,1,0,0,0,0,1,0,0,0,0,0,1
670,726,0,3,0,0,8.6625,20.0,0,1,0,0,1,0,0,0,0,0,0,0,1
671,727,1,2,3,0,21.0,30.0,1,0,0,0,1,0,0,0,0,0,0,0,1
672,728,1,3,0,0,7.7375,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,1,0
673,729,0,2,1,0,26.0,25.0,0,1,0,0,1,0,0,0,0,0,0,0,1
674,730,0,3,1,0,7.925,25.0,1,0,0,0,1,0,0,0,0,0,0,0,1
675,731,1,1,0,0,211.3375,29.0,1,0,0,1,0,0,0,0,0,0,0,0,1
676,732,0,3,0,0,18.7875,11.0,0,1,0,0,1,0,0,0,0,0,1,0,0
677,733,0,2,0,0,0.0,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
678,734,0,2,0,0,13.0,23.0,0,1,0,0,1,0,0,0,0,0,0,0,1
679,735,0,2,0,0,13.0,23.0,0,1,0,0,1,0,0,0,0,0,0,0,1
680,736,0,3,0,0,16.1,28.5,0,1,0,0,1,0,0,0,0,0,0,0,1
681,737,0,3,1,3,34.375,48.0,1,0,0,0,1,0,0,0,0,0,0,0,1
682,738,1,1,0,0,512.3292,35.0,0,1,0,1,0,0,0,0,0,0,1,0,0
683,739,0,3,0,0,7.8958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
684,740,0,3,0,0,7.8958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
685,741,1,1,0,0,30.0,29.69911764705882,0,1,0,0,0,1,0,0,0,0,0,0,1
686,742,0,1,1,0,78.85,36.0,0,1,0,0,1,0,0,0,0,0,0,0,1
687,743,1,1,2,2,262.375,21.0,1,0,0,1,0,0,0,0,0,0,1,0,0
688,744,0,3,1,0,16.1,24.0,0,1,0,0,1,0,0,0,0,0,0,0,1
689,745,1,3,0,0,7.925,31.0,0,1,0,0,1,0,0,0,0,0,0,0,1
690,747,0,3,1,1,20.25,16.0,0,1,0,0,1,0,0,0,0,0,0,0,1
691,748,1,2,0,0,13.0,30.0,1,0,0,0,1,0,0,0,0,0,0,0,1
692,749,0,1,1,0,53.1,19.0,0,1,0,0,0,1,0,0,0,0,0,0,1
693,750,0,3,0,0,7.75,31.0,0,1,0,0,1,0,0,0,0,0,0,1,0
694,751,1,2,1,1,23.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1
695,752,1,3,0,1,12.475,6.0,0,1,0,0,0,0,1,0,0,0,0,0,1
696,753,0,3,0,0,9.5,33.0,0,1,0,0,1,0,0,0,0,0,0,0,1
697,754,0,3,0,0,7.8958,23.0,0,1,0,0,1,0,0,0,0,0,0,0,1
698,755,1,2,1,2,65.0,48.0,1,0,0,0,1,0,0,0,0,0,0,0,1
699,757,0,3,0,0,7.7958,28.0,0,1,0,0,1,0,0,0,0,0,0,0,1
700,758,0,2,0,0,11.5,18.0,0,1,0,0,1,0,0,0,0,0,0,0,1
701,759,0,3,0,0,8.05,34.0,0,1,0,0,1,0,0,0,0,0,0,0,1
702,760,1,1,0,0,86.5,33.0,1,0,0,1,0,0,0,0,0,0,0,0,1
703,761,0,3,0,0,14.5,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
704,762,0,3,0,0,7.125,41.0,0,1,0,0,1,0,0,0,0,0,0,0,1
705,763,1,3,0,0,7.2292,20.0,0,1,0,0,1,0,0,0,0,0,1,0,0
706,764,1,1,1,2,120.0,36.0,1,0,0,1,0,0,0,0,0,0,0,0,1
707,765,0,3,0,0,7.775,16.0,0,1,0,0,1,0,0,0,0,0,0,0,1
708,766,1,1,1,0,77.9583,51.0,1,0,0,0,0,1,0,0,0,0,0,0,1
709,767,0,1,0,0,39.6,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
710,768,0,3,0,0,7.75,30.5,1,0,0,0,1,0,0,0,0,0,0,1,0
711,769,0,3,1,0,24.15,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
712,770,0,3,0,0,8.3625,32.0,0,1,0,0,1,0,0,0,0,0,0,0,1
713,771,0,3,0,0,9.5,24.0,0,1,0,0,1,0,0,0,0,0,0,0,1
714,772,0,3,0,0,7.8542,48.0,0,1,0,0,1,0,0,0,0,0,0,0,1
715,774,0,3,0,0,7.225,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
716,775,1,2,1,3,23.0,54.0,1,0,0,0,1,0,0,0,0,0,0,0,1
717,776,0,3,0,0,7.75,18.0,0,1,0,0,1,0,0,0,0,0,0,0,1
718,777,0,3,0,0,7.75,29.69911764705882,0,1,0,0,0,0,0,1,0,0,0,1,0
719,778,1,3,0,0,12.475,5.0,1,0,0,0,1,0,0,0,0,0,0,0,1
720,779,0,3,0,0,7.7375,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
721,780,1,1,0,1,211.3375,43.0,1,0,0,1,0,0,0,0,0,0,0,0,1
722,781,1,3,0,0,7.2292,13.0,1,0,0,0,1,0,0,0,0,0,1,0,0
723,782,1,1,1,0,57.0,17.0,1,0,0,1,0,0,0,0,0,0,0,0,1
724,783,0,1,0,0,30.0,29.0,0,1,0,0,0,1,0,0,0,0,0,0,1
725,784,0,3,1,2,23.45,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
726,785,0,3,0,0,7.05,25.0,0,1,0,0,1,0,0,0,0,0,0,0,1
727,786,0,3,0,0,7.25,25.0,0,1,0,0,1,0,0,0,0,0,0,0,1
728,787,1,3,0,0,7.4958,18.0,1,0,0,0,1,0,0,0,0,0,0,0,1
729,788,0,3,4,1,29.125,8.0,0,1,0,0,1,0,0,0,0,0,0,1,0
730,790,0,1,0,0,79.2,46.0,0,1,0,1,0,0,0,0,0,0,1,0,0
731,791,0,3,0,0,7.75,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
732,792,0,2,0,0,26.0,16.0,0,1,0,0,1,0,0,0,0,0,0,0,1
733,793,0,3,8,2,69.55,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,0,1
734,794,0,1,0,0,30.6958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
735,795,0,3,0,0,7.8958,25.0,0,1,0,0,1,0,0,0,0,0,0,0,1
736,796,0,2,0,0,13.0,39.0,0,1,0,0,1,0,0,0,0,0,0,0,1
737,797,1,1,0,0,25.9292,49.0,1,0,0,0,0,1,0,0,0,0,0,0,1
738,798,1,3,0,0,8.6833,31.0,1,0,0,0,1,0,0,0,0,0,0,0,1
739,799,0,3,0,0,7.2292,30.0,0,1,0,0,1,0,0,0,0,0,1,0,0
740,800,0,3,1,1,24.15,30.0,1,0,0,0,1,0,0,0,0,0,0,0,1
741,801,0,2,0,0,13.0,34.0,0,1,0,0,1,0,0,0,0,0,0,0,1
742,802,1,2,1,1,26.25,31.0,1,0,0,0,1,0,0,0,0,0,0,0,1
743,803,1,1,1,2,120.0,11.0,0,1,0,1,0,0,0,0,0,0,0,0,1
744,805,1,3,0,0,6.975,27.0,0,1,0,0,1,0,0,0,0,0,0,0,1
745,806,0,3,0,0,7.775,31.0,0,1,0,0,1,0,0,0,0,0,0,0,1
746,807,0,1,0,0,0.0,39.0,0,1,1,0,0,0,0,0,0,0,0,0,1
747,808,0,3,0,0,7.775,18.0,1,0,0,0,1,0,0,0,0,0,0,0,1
748,809,0,2,0,0,13.0,39.0,0,1,0,0,1,0,0,0,0,0,0,0,1
749,810,1,1,1,0,53.1,33.0,1,0,0,0,0,0,1,0,0,0,0,0,1
750,811,0,3,0,0,7.8875,26.0,0,1,0,0,1,0,0,0,0,0,0,0,1
751,812,0,3,0,0,24.15,39.0,0,1,0,0,1,0,0,0,0,0,0,0,1
752,813,0,2,0,0,10.5,35.0,0,1,0,0,1,0,0,0,0,0,0,0,1
753,814,0,3,4,2,31.275,6.0,1,0,0,0,1,0,0,0,0,0,0,0,1
754,815,0,3,0,0,8.05,30.5,0,1,0,0,1,0,0,0,0,0,0,0,1
755,816,0,1,0,0,0.0,29.69911764705882,0,1,0,1,0,0,0,0,0,0,0,0,1
756,817,0,3,0,0,7.925,23.0,1,0,0,0,1,0,0,0,0,0,0,0,1
757,818,0,2,1,1,37.0042,31.0,0,1,0,0,1,0,0,0,0,0,1,0,0
758,819,0,3,0,0,6.45,43.0,0,1,0,0,1,0,0,0,0,0,0,0,1
759,820,0,3,3,2,27.9,10.0,0,1,0,0,1,0,0,0,0,0,0,0,1
760,821,1,1,1,1,93.5,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1
761,822,1,3,0,0,8.6625,27.0,0,1,0,0,1,0,0,0,0,0,0,0,1
762,823,0,1,0,0,0.0,38.0,0,1,0,0,1,0,0,0,0,0,0,0,1
763,824,1,3,0,1,12.475,27.0,1,0,0,0,0,0,1,0,0,0,0,0,1
764,826,0,3,0,0,6.95,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
765,827,0,3,0,0,56.4958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
766,829,1,3,0,0,7.75,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
767,831,1,3,1,0,14.4542,15.0,1,0,0,0,1,0,0,0,0,0,1,0,0
768,833,0,3,0,0,7.2292,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
769,834,0,3,0,0,7.8542,23.0,0,1,0,0,1,0,0,0,0,0,0,0,1
770,835,0,3,0,0,8.3,18.0,0,1,0,0,1,0,0,0,0,0,0,0,1
771,836,1,1,1,1,83.1583,39.0,1,0,0,0,0,0,1,0,0,0,1,0,0
772,837,0,3,0,0,8.6625,21.0,0,1,0,0,1,0,0,0,0,0,0,0,1
773,838,0,3,0,0,8.05,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
774,839,1,3,0,0,56.4958,32.0,0,1,0,0,1,0,0,0,0,0,0,0,1
775,840,1,1,0,0,29.7,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
776,841,0,3,0,0,7.925,20.0,0,1,0,0,1,0,0,0,0,0,0,0,1
777,842,0,2,0,0,10.5,16.0,0,1,0,0,1,0,0,0,0,0,0,0,1
778,843,1,1,0,0,31.0,30.0,1,0,0,0,1,0,0,0,0,0,1,0,0
779,844,0,3,0,0,6.4375,34.5,0,1,0,0,1,0,0,0,0,0,1,0,0
780,845,0,3,0,0,8.6625,17.0,0,1,0,0,1,0,0,0,0,0,0,0,1
781,846,0,3,0,0,7.55,42.0,0,1,0,0,1,0,0,0,0,0,0,0,1
782,847,0,3,8,2,69.55,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
783,848,0,3,0,0,7.8958,35.0,0,1,0,0,1,0,0,0,0,0,1,0,0
784,849,0,2,0,1,33.0,28.0,0,1,0,0,1,0,0,0,0,0,0,0,1
785,850,1,1,1,0,89.1042,29.69911764705882,1,0,0,0,1,0,0,0,0,0,1,0,0
786,851,0,3,4,2,31.275,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1
787,853,0,3,1,1,15.2458,9.0,1,0,0,0,1,0,0,0,0,0,1,0,0
788,854,1,1,0,1,39.4,16.0,1,0,0,0,0,1,0,0,0,0,0,0,1
789,855,0,2,1,0,26.0,44.0,1,0,0,0,1,0,0,0,0,0,0,0,1
790,856,1,3,0,1,9.35,18.0,1,0,0,0,1,0,0,0,0,0,0,0,1
791,857,1,1,1,1,164.8667,45.0,1,0,0,0,1,0,0,0,0,0,0,0,1
792,858,1,1,0,0,26.55,51.0,0,1,0,0,0,0,1,0,0,0,0,0,1
793,859,1,3,0,3,19.2583,24.0,1,0,0,0,1,0,0,0,0,0,1,0,0
794,860,0,3,0,0,7.2292,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
795,861,0,3,2,0,14.1083,41.0,0,1,0,0,1,0,0,0,0,0,0,0,1
796,862,0,2,1,0,11.5,21.0,0,1,0,0,1,0,0,0,0,0,0,0,1
797,863,1,1,0,0,25.9292,48.0,1,0,0,0,0,1,0,0,0,0,0,0,1
798,864,0,3,8,2,69.55,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,0,1
799,865,0,2,0,0,13.0,24.0,0,1,0,0,1,0,0,0,0,0,0,0,1
800,866,1,2,0,0,13.0,42.0,1,0,0,0,1,0,0,0,0,0,0,0,1
801,867,1,2,1,0,13.8583,27.0,1,0,0,0,1,0,0,0,0,0,1,0,0
802,868,0,1,0,0,50.4958,31.0,0,1,1,0,0,0,0,0,0,0,0,0,1
803,869,0,3,0,0,9.5,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
804,870,1,3,1,1,11.1333,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1
805,871,0,3,0,0,7.8958,26.0,0,1,0,0,1,0,0,0,0,0,0,0,1
806,872,1,1,1,1,52.5542,47.0,1,0,0,0,0,1,0,0,0,0,0,0,1
807,873,0,1,0,0,5.0,33.0,0,1,0,1,0,0,0,0,0,0,0,0,1
808,874,0,3,0,0,9.0,47.0,0,1,0,0,1,0,0,0,0,0,0,0,1
809,875,1,2,1,0,24.0,28.0,1,0,0,0,1,0,0,0,0,0,1,0,0
810,876,1,3,0,0,7.225,15.0,1,0,0,0,1,0,0,0,0,0,1,0,0
811,877,0,3,0,0,9.8458,20.0,0,1,0,0,1,0,0,0,0,0,0,0,1
812,878,0,3,0,0,7.8958,19.0,0,1,0,0,1,0,0,0,0,0,0,0,1
813,879,0,3,0,0,7.8958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
814,881,1,2,0,1,26.0,25.0,1,0,0,0,1,0,0,0,0,0,0,0,1
815,882,0,3,0,0,7.8958,33.0,0,1,0,0,1,0,0,0,0,0,0,0,1
816,883,0,3,0,0,10.5167,22.0,1,0,0,0,1,0,0,0,0,0,0,0,1
817,884,0,2,0,0,10.5,28.0,0,1,0,0,1,0,0,0,0,0,0,0,1
818,885,0,3,0,0,7.05,25.0,0,1,0,0,1,0,0,0,0,0,0,0,1
819,886,0,3,0,5,29.125,39.0,1,0,0,0,1,0,0,0,0,0,0,1,0
820,887,0,2,0,0,13.0,27.0,0,1,0,0,1,0,0,0,0,0,0,0,1
821,888,1,1,0,0,30.0,19.0,1,0,0,1,0,0,0,0,0,0,0,0,1
822,889,0,3,1,2,23.45,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,0,1
823,890,1,1,0,0,30.0,26.0,0,1,0,0,1,0,0,0,0,0,1,0,0
824,891,0,3,0,0,7.75,32.0,0,1,0,0,1,0,0,0,0,0,0,1,0
